text,label
"Marching to be able to painfully kill innocent, defenseless humans in the womb is atrocious.
Marching because you are a bigot and are fearful of Trump because your party lies and creates boogeymen to get your vote is appalling.
Marching against a legally elected person because you erroneously say he is illegitimate is foolish.
Marching for women's rights when your party treats the serial rapist and sexual assaulter Bill Clinton like a rock star is hypocritical.
Marching for women's rights when your last presidential candidate got a child rapist off (and laughed about it) who had raped 12 year old Kathy Shelton is disgusting.",1
Vile and disgusting. Pathetic.,1
"""However, many observers said the tax hit as the market was already softening""

Even faced with rock solid data the real estate industry will not face the truth, to me it is staggering but not unexpected.

We will see this change soon however as most houses will now be sold to Canadian ""Nominees"" as the lawyers are busy, and are hired to do so, to circumvent these taxes for foreign buyers.

They can of course now buy Canadian citizenship at a bargain rate of $15,000 under Navdeep Bains new entrepreneur program (Which is cheap even by banana republic standards) so I would anticipate skyrocketing house prices next year.",0
Because the companies gave a LOT of money to the right people.,0
"RIP Cam.  Never forgotten.  Thank you, AFD for remembering him.",0
Why would she embarrass herself with this white trash story unless it were true.   She is asking for a buck and vindication of her version of the event. The guy was a drunken a$$-grabbing fool.  I doubt he even knew what his horny hand was doing. This story doesn't give her anything positive except closure.  I don't believe him.,1
Well crap.  It's 2020.  My mistake.  I guess we get rid of both him and Trump in one election...assuming Trump makes it that long.,1
Because he's a moron who knows nothing about government? (See current president as example of why not).,1
"Wow: ""Exxon refused to acknowledge the market interest"". Well Duh You are correct though that Japan would be our best customer/partner.. These things do take time. Energy markets are like gigantic games of poker.",0
That would require something called transparency which goes against everything this Trudeau Liberal government stands for.,0
"And, how, exactly, is that your business?  Investigative reporting to investigate what?  Two private parties couldn't reach an agreement.  That concerns you?",0
"Don't waste your breath!

trudeau is already bought by the Chinese for a $1 million donation to the trudeau foundation!

trudeau is a traitor to Canada and the West!

Remember trudeau once said his favorite form of government is a communist dictatorship like China has.",1
"RUSTY THE HATED MONEY SUCKING SCREECHING RAIL REARS ITS UGLY HEAD AGAIN & AGAIN & AGAIN.
Do our legislators not hear us, I believe we said ""STOP THE FUNDING"" How do we have any kind of a chance if every one says ""STOP""  AND THEY KEEP SPENDING AND RAISING OUR TAXES FOR THIS JOKE OF A BOONDOGGLE. Civilly of course as we would not want to offend the people who are RUINING OUR LIVES AND BUSINESSES. SHAME ON THE LEGISLATORS AS WELL AS THE CTY COUNCIL AND MAYOR. Man PRP is really showing its strenth today and our legislators are showing us how the can be swayed by them. SHAME, SHAME, SHAME",1
"Francis and his agenda to stonewall has been exposed.   Not one bishop punished. He promised to hold complicit bishops accountable and he has only rewarded complicit clerics appointing three to his council of Cardinals and promoting others with horrid records.  Promoting Barros was something a true ""holy father"" would not have done.

Francis continues to cause more pain to victims who had high hopes for him to act as a true pastor.  How sad, insiders confirm that this ""holy father"" has disdain for clergy rape victims, has fits of rage, and holds grudges.   It is pathetic that he has done as close to nothing as possible in the area of clergy abuse.  He has fooled many into believing that he is a kind, caring old man with the attributes of St.Francis.       He is kind and cares alright. 

He is kind to complicit bishops and cares about people who leak church dirty secrets.  He will quickly put on a trial for secret tellers but not for pedophile protectors",1
"www.washingtonpost.com/news/josh-rogin/wp/2017/01/26/the-state-departments-entire-senior-management-team-just-resigned

The State Department’s entire senior management team just resigned

LOL you just need twitter for your diplomacy, nothing else. Save money ...",0
